Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s),Lesson,
английский,922,English,A,A1,"Golosa, MiP, LM, МН, Поехали",3,английского,Gen.Masc.Sing,"Дима не знает английского языка, но хочет его выучить.",Dima doesn't know English but he wants to learn it.,_,описание,7,
свободный,923,free,A,A1,"MiP, LM, МН",1,свободных,Gen.Plur,В поезде нет свободных мест.,There are no vacant seats on the train.,_,описание,10,
свободный,924,free,A,A1,"MiP, LM, МН",2,свободный,Nom.Masc.Sing,В московском метро есть свободный доступ в интернет.,There is free WiFi in the Moscow Metro.,_,описание,10,
свободный,925,free,A,A1,"MiP, LM, МН",3,свободное,Inan.Acc.Neut.Sing,Что ты делаешь в свободное время?,What do you do in your spare time?,_,описание,10,
помнить,926,remember,V,A1,МН,1,помню,Imperf.Sing.1,"Я не помню, что было вчера.",I don't remember what happened yesterday.,_,внутренний мир,23,
помнить,927,remember,V,A1,МН,2,помните,Imperf.Plur.2,"Помните, как мы ездили в Берлин прошлым летом?",Remember our trip to Berlin last summer?,_,внутренний мир,23,
помнить,928,remember,V,A1,МН,3,помнить,Imperf.Inf,Невозможно всё помнить.,It's impossible to remember everything.,_,внутренний мир,23,
этаж,929,floor,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,этажа,Gen.Sing,В моём загородном доме три этажа.,There are three floors in my summerhouse.,_,жильё,32,
этаж,930,floor,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,этаже,Loc.Sing,Я живу на десятом этаже.,I live on the 10th floor.,_,жильё,32,
этаж,931,floor,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,этаж,Acc.Sing,Мне тяжело подниматься пешком на девятый этаж.,It's hard for me to walk up to the 9th floor.,_,жильё,32,
исторический,932,historical,A,A1,"Golosa, MiP, МН",1,исторических,Gen.Plur,Александр – доктор исторических наук и профессор.,"Alexandr has a PhD in History, and he is a professor.",_,описание,21,
исторический,933,historical,A,A1,"Golosa, MiP, МН",2,историческая,Nom.Fem.Sing,Историческая наука появилась в Древней Греции.,The study of history dates back to ancient Greece.,_,описание,21,
исторический,934,historical,A,A1,"Golosa, MiP, МН",3,исторический,Inan.Acc.Masc.Sing,В выходные мы поедем на исторический фестиваль.,We will go to a historical festival this weekend.,_,описание,21,
февраль,935,February,N.Masc.Inan,A1,"MiP, LM, МН",1,февраля,Gen.Sing,У моей мамы день рождения двенадцатого февраля.,My mom has her birthday on the 12th of February.,_,время,30,
февраль,936,February,N.Masc.Inan,A1,"MiP, LM, МН",2,феврале,Loc.Sing,В феврале я уезжаю в Германию.,I'll go to Germany in February.,_,время,30,
городской,937,city,A,A1,"MiP, LM, МН",1,городских,Gen.Plur,Больницу построили по решению городских властей.,The hospital was built after a decision by the municipal authorities.,_,"описание, жильё",19,
городской,938,city,A,A1,"MiP, LM, МН",2,городские,Nom.Plur,Городские жители вышли на митинг.,The city residents went to a rally.,_,"описание, жильё",19,
городской,939,city,A,A1,"MiP, LM, МН",3,городской,Loc.Fem.Sing,Концерт пройдёт на городской площади.,The concert will take place at the town square.,_,"описание, жильё",19,
будущий,940,future,A,A1,"Golosa, MiP, МН",1,будущих,Gen.Plur,Это очень важно для будущих поколений.,It's very important for future generations.,_,"время, описание",30,
будущий,941,future,A,A1,"Golosa, MiP, МН",2,будущий,Nom.Masc.Sing,Лёша – будущий инженер.,Lyosha is a future engineer.,_,"время, описание",30,
будущий,942,future,A,A1,"Golosa, MiP, МН",3,будущей,Gen.Fem.Sing,Тема будущей конференции — «Вопросы психологии».,"The theme of the future conference is ""Questions of psychology"".",_,"время, описание",30,
